,index,Age_No,Lab_No,Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References,LastUpdated
30,5527,41246,-17043,"HJ-57B, 57C, 58",1053.0,2.0,2.0,U/Pb,Metamorphic,"4 single-grain fractions from 3 samples, concordant to discordant, colinear. This age is weighted mean 207Pb/206Pb age of the 2 concordant overlapping grains (58C). Favoured over l.int. age (1055 ?5 Ma) due to higher precision.",Monazite,TIMS,Direct,Grenville Province,QC,51.302240000000005,-68.18443,E shore of Manicouagan reservoir. Sample sites identified as circled region of approx. 3 km; individual sites not identified.,"Berthe terrane - Gabriel Complex, Gabrielle High Shear Zone",Metamorphic,3 samples of anatectic metapelite,"Indares, A. and Dunning, G., 2004. Crustal architecture above the high-pressure belt of the Grenville Province in the Manicouagan area: new structural, petrologic and U-Pb age constraints; Precambrian Research, v. 130,  p. 199-228 ",2005-11-17 20:40:06
31,5401,40757,-16886,7 Henrietta Isl,1057.0,4.0,4.0,U/Pb,Metamorphic,"4 fractions (lightly abr), concordant, fall into 2 distinct age groupings. This is 207Pb/206Pb age of one concordant fraction in the younger group. Unclear whether the spread in ages of this group is 2 punctuated events or prolonged contin. event.",Monazite,TIMS,Direct,Grenville Province,NL,54.062780000000004,-58.55389,"SW shore of Henrietta Island in Lake Melville, Labrador. Coordinates approximated from detailed sketch map in report.",Lake Melville Terrane - Henrietta Island metapelite,Metamorphic,metapelite: grt-bt-ky-sil-Kfs-pl-qtz-rt assemblage,"Corrigan, D., Rivers, T. and Dunning, G., 2000. U-Pb constraints for the plutonic and tectonometamorphic evolution of lake Melville terrane, Labrador and implications for basement reworking in the northeastern Grenville Province; Precambrian Research, v. 99,  p. 65-90 ",2005-08-07 17:03:39
32,17810,21659,6080,AG-98-1331A,1063.0,2.0,2.0,U/Pb,Metamorphic,"Oldest of four single grain monazite analyses; two intermediate ages are 1058 ?2 Ma, and 1054 ?2 Ma",Monazite,TIMS,Direct,Grenville Province,QC,50.6548,-65.29737,pres de Sept-Iles,Complexe de Manitou - Paragneiss a biotite-grenat-sillimanite-graphite,Metamorphic,paragneiss de Biotite-sillimanite-grenat-graphite ; gneissossite (syn-M2) defini par des couches de mobilisate et des lisses de biotite. L'echantillon contient egalement un tissu planaire axial (syn-M3 ?) defini par une deuxieme generation de biotite,"Wodicka, N., David, J., Parent, M., Gobeil, A. and Verpaelst, P., 2002. Geochronologie U-Pb et Pb-Pb de la region de Sept-Iles - Natashquan, Province de Grenville, Moyenne Cote-Nord; Geologie et ressources minerales de la partie est de la Province de Grenville; Edited by Daniel Brisebois et Thomas Clark,  p. 59-118 ",2004-12-14 11:37:55
33,7675,17436,-10979,Huntsville orthogn,1068.0,5.0,5.0,U/Pb,Metamorphic,Preliminary age reported at conference; no analytical details provided. Information and age quality to be verified by user. Authors subsequently published ages from this study (CJES 1998) without this age; it may be of low reliability,Monazite,TIMS,Unverified,Grenville Province,ON,45.32505,-78.9998,Coordinates approximate.,"Central Gneiss Belt, Huntsville domain - Huntsville thrust sheet",Metamorphic,granitic orthogneiss,"Nadeau, L. and van Breeman, O., 1990. U-Pb ages of Middle Proterozoic deformation, metamorphism and plutonism, Huntsville region, southwestern Grenville orogen; Abitibi-Grenville Lithoprobe, Workshop, 31 October-2 November 1990, Abstract Volume,  p. 33-33 ",2005-10-18 23:23:54
34,7619,17509,-11021,SSA-12,1074.0,2.0,2.0,U/Pb,Metamorphic,"Single concordant fraction, age is 207Pb/206Pb age.",Monazite,TIMS,Direct,Grenville Province,ON,45.5872,-78.50004,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Algonquin/McClintock terrane boundary - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar  thermochronometry; Tectonics, v. 10,  p. 959-977 OR/OU  Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114,  p. 13-26 ",2005-09-09 22:42:13
35,17846,21665,6081,AG-99-1311A,1076.0,4.0,4.0,U/Pb,Metamorphic,weighted mean age of three monazite analyse; 0.3 - 0.5% discordant ; single grains,Monazite,TIMS,Direct,Grenville Province,QC,50.853120000000004,-65.9413,pres de Sept-Iles,Complexe de Manitou - Paragneiss a biotite-grenat-sillimanite,Metamorphic,les paragneiss de Biotite-sillimanite-grenat ont ete metamorphose aux facies d'amphibolite mi a superieur.,"Wodicka, N., David, J., Parent, M., Gobeil, A. and Verpaelst, P., 2002. Geochronologie U-Pb et Pb-Pb de la region de Sept-Iles - Natashquan, Province de Grenville, Moyenne Cote-Nord; Geologie et ressources minerales de la partie est de la Province de Grenville; Edited by Daniel Brisebois et Thomas Clark,  p. 59-118 ",2004-12-14 13:34:10
36,7316,40734,-16867,DS-S99,1077.0,3.0,3.0,U/Pb,Peak Metamorphic,"2 fractions, near-concordant and overlapping. Age is mean 207Pb/206Pb age. Zircons also recovered, variety of populations, poor quality - not analyzed.",Monazite,TIMS,Direct,Grenville Province,NL,52.55222,-56.15778,"Alexis Bay, Labrador. Coordinates approximated from detailed sketch map in report relative to on-line digital mapping of NGS",Gilbert River Belt - Alexis Bay gneiss,Metamorphic,polydeformed granodioritic gneiss,"Scott, D.J., Machado, N., Hanmer, S. and Gariepy, C., 1993. Dating ductile deformation using U-Pb geochronology: examples from the Gilbert River Belt, Grenville Province, Labrador, Canada; Canadian Journal of Earth Sciences, v. 30,  p. 1458-1469 ",2005-08-05 20:50:45
37,5400,40756,-16886,7 Henrietta Isl,1088.0,3.0,3.0,U/Pb,Metamorphic,"4 fractions (lightly abr), concordant, fall into 2 distinct age groupings. This is older group of the two, mean 207Pb/206Pb age of two overlapping concordant fractions, early metamorphism. Protected from further metam- by incl. in garnet?",Monazite,TIMS,Direct,Grenville Province,NL,54.062780000000004,-58.55389,"SW shore of Henrietta Island in Lake Melville, Labrador. Coordinates approximated from detailed sketch map in report.",Lake Melville Terrane - Henrietta Island metapelite,Metamorphic,metapelite: grt-bt-ky-sil-Kfs-pl-qtz-rt assemblage,"Corrigan, D., Rivers, T. and Dunning, G., 2000. U-Pb constraints for the plutonic and tectonometamorphic evolution of lake Melville terrane, Labrador and implications for basement reworking in the northeastern Grenville Province; Precambrian Research, v. 99,  p. 65-90 ",2005-08-07 17:02:28
38,6322,41514,2806,90 NKD 35E,1092.0,1.0,1.0,U/Pb,Peak Metamorphic,"2 fractions (1 abr), concordant and v. near concordant, overlapping. Age is 207Pb/206Pb age of the concordant (abr) fraction. The other is within error at 1093 ?1 Ma. Monazites formed in host pelite during peak metam., assimilated by leucosome",Monazite,TIMS,Direct,Grenville Province,QC,46.517179999999996,-72.81925,Road cut on western side of HW 153 approx 1 km NE of Saint-Boniface-de-Shawinigan,"Allochthonous terranes, Shawinigan Domain - Peraluminous syntectonic leucosome",Sedimentary,Coarse-grained garnet-tourmal-sill peral leucosome in highly aluminous metaseds. Lineation outlined by pulled-apart tourmal crystals. Leucosomes pods form few cm to metres; variably strained.,"Corrigan, D. and van Breemen, O., 1997. U-Pb age constraints for the lithotectonic evolution of the Grenville Province along the Mauricie transect, Quebec; Canadian Journal of Earth Sciences, v. 34,  p. 299-316 ",2005-12-01 00:55:03
39,7618,17508,-11031,ALG85-1,1100.0,1.0,1.0,U/Pb,Metamorphic,"Single concordant fraction, age is 207Pb/206Pb age.",Monazite,TIMS,Direct,Grenville Province,ON,45.50595,-78.25401,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Algonquin Terrane - unknown",Metamorphic,pelitic schist,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114,  p. 13-26 ",2005-09-09 20:16:09
40,17847,21666,6081,AG-99-1311A,1100.0,2.0,2.0,U/Pb,Metamorphic,Single concordant analysis,Monazite,TIMS,Direct,Grenville Province,QC,50.853120000000004,-65.9413,pres de Sept-Iles,Complexe de Manitou - Paragneiss a biotite-grenat-sillimanite,Metamorphic,les paragneiss de Biotite-sillimanite-grenat ont ete metamorphose aux facies d'amphibolite mi a superieur.,"Wodicka, N., David, J., Parent, M., Gobeil, A. and Verpaelst, P., 2002. Geochronologie U-Pb et Pb-Pb de la region de Sept-Iles - Natashquan, Province de Grenville, Moyenne Cote-Nord; Geologie et ressources minerales de la partie est de la Province de Grenville; Edited by Daniel Brisebois et Thomas Clark,  p. 59-118 ",2004-12-14 13:38:29
41,8211,17568,-11072,C-94-14,1148.0,4.0,4.0,U/Pb,Metamorphic,"Single concordant fraction, age is 207Pb/206 Pb age.",Monazite,TIMS,Direct,Grenville Province,ON,45.185390000000005,-76.25423,Approx. 3 km SW of Almonte.,Frontenac terrane - Wolf Grove structure,Metamorphic,medium- to coarse-grained migmatitic gneiss layer of overall granodioritic composition,"Corfu, F. and Easton, R.M., 1997. Sharbot Lake terrane and its relationships to Frontenac terrane, Central Metasedimentary Belt, Grenville Orogen: new insights from U-Pb geochronology; Canadian Journal of Earth Sciences, v. 34,  p. 1239-1257 ",2005-08-16 21:16:58
42,7659,17517,-11039,91-19,1157.0,1.0,1.0,U/Pb,Metamorphic,"Single concordant (>0.1%) fraction, age is 207Pb/206Pb age.",Monazite,TIMS,Direct,Grenville Province,ON,45.48016,-79.95577,No topographic description.,Mesoproterozoic Composite Arc allochthon - Parry Sound domain,Metamorphic,metapelitic gneiss,"Tuccillo, M.E., Mezger, K., Essene, E.J. and van der Pluijm, B.A., 1992. Thermobarometry, geochronology and the interpretation of P-T-t data in the Britt domain, Ontario Grenville Orogen, Canada; Journal of Petrology, v. 33,  p. 1225-1259 ",2005-08-16 20:51:26
43,9311,17784,2404,RF91-4,1157.5,2.5,2.5,U/Pb,Peak Metamorphic,"3 single-grain fractions of metamorphic monazite, cluster near concordia (partly overlap it and each other). Age is range of 207Pb/206Pb and U-Pb ages.",Monazite,TIMS,Estimate,Grenville Province,QC,46.055609999999994,-74.92186,"At village of .Lac Simon at SE end of Lac des Trois, ontagnes.  Coordinates from sketch map. Note that lab records have some distance away from this at 46-09-12N 74-55-20W; report taken as correct.","Mont-Laurier terrane, Central Metasedimentary Belt - Grenville Supergroup",Metamorphic,metapelite: tourmaline-rich garnet-kyanite-sillimanite-biotite K-feldspar aluminous gneiss,"Friedman, R.M. and Martignole, J., 1995. Mesoproterozoic sedimentation, magmatism, and metamorphism in the southern part of the Grenville Province (Western Quebec): U-Pb geochronological constraints; Canadian Journal of Earth Sciences, v. 32,  p. 2103-2114 ",2005-08-07 17:56:54
44,14708,45722,-18640,1998-JN-2032A,1158.9,2.1,2.1,Pb/Pb,Metamorphic,None,Monazite,TIMS,Direct,Grenville Province,QC,46.83809,-75.48250999999999,None,"[mpro]bet3 | Mesoproterozoique, Suite intrusive de Bethune",Metamorphic,Gneiss: Gneiss monzogranitique,"Davis, D.W., Nantel, S., 2016. Datations U-Pb dans la partie nord de la Ceinture centrale des metasediments, Province de Grenville, region de Mont-Laurier,  p. 52 ",2017-02-02 15:08:36
45,8697,17788,-11228,1b MLt,1162.0,5.0,5.0,U/Pb,Metamorphic,"5 fractions (4 single-grain), all concordant to near-concordant over 1166 to 1138 (interval of metamorphism). 3 have high degree of overlap; age is range of 207Pb/206Pb ages of the 3.",Monazite,TIMS,Estimate,Grenville Province,QC,46.055609999999994,-74.92186,From eastern part of terrane. Coordinates interpolated from regional-scale sketch map in report.,Mont-Laurier terrane - unknown,Metamorphic,fine-grained pink (quartz microcline hornblende magnetite) alaskitic gneiss,"Friedman, R.M. and Martignole, J., 1995. Mesoproterozoic sedimentation, magmatism, and metamorphism in the southern part of the Grenville Province (Western Quebec): U-Pb geochronological constraints; Canadian Journal of Earth Sciences, v. 32,  p. 2103-2114 ",2005-08-07 18:37:28
46,7384,17975,2406,RF91-17,1164.0,18.0,20.0,U/Pb,Metamorphic,"5 fractions (abr), concordant to slightly discordant (all < 1%), age is range of 207Pb/206Pb ages, representing the interval of metamorphism.",Monazite,TIMS,Estimate,Grenville Province,QC,47.23757,-76.4755,"Along road to Cabonga Dam, east of the reservoir, about 500m SE of Lac Hogen.",Reservoir Cabonga terrane - Grenville Supergroup,Metamorphic,"grt-sil gneiss, presumed pelitic protolith","Friedman, R.M. and Martignole, J., 1995. Mesoproterozoic sedimentation, magmatism, and metamorphism in the southern part of the Grenville Province (Western Quebec): U-Pb geochronological constraints; Canadian Journal of Earth Sciences, v. 32,  p. 2103-2114 ",2005-08-07 18:10:00
47,9032,18412,1504,88DUD 01,1442.0,1.3,1.3,U/Pb,Metamorphic,"2 fractions analyzed, age is 207Pb/206Pb age of older of the two concordant single-grain fractions. Other one has 7/6 age of 1440 ?2 Ma. Zircon also analyzed; discordant, scattered: not resolvable into an age.",Monazite,TIMS,Direct,Grenville Province,ON,46.09579,-81.1176,"Highway 637, 0.9 km E of bridge over Mahzenazing River","Grenville Province - unknown gneiss, hosts Sudbury Dykes",Metamorphic,biotite garnet schist with coarse (>1 cm) garnet porphyroblasts,"Dudas, F.O., Davidson, A. and Bethune, K.M., 1994. Age of the Sudbury diabase dykes and their metamorphism in the Grenville Province, Ontario; Radiogenic Age and Isotopic Studies: Report 8; Geological Survey of Canada Paper 94-F,  p. 97-106 ",2005-09-15 00:39:26
48,9033,18413,1610,88DUD 07,1447.0,1.2,1.2,U/Pb,Metamorphic,"3 fractions analyzed, one is fully concordant at the age (207Pb/206Pb age). Other two, and 4 fractions of zircon, are all discordant, scattered.",Monazite,TIMS,Estimate,Grenville Province,ON,46.13568,-80.99793000000001,Highway 637 between Attlee and Broker lakes,"Grenville Province - unknown gneiss, hosts Sudbury Dykes",Metamorphic,"fine-grained quartzofeldspathic gneiss with garnet, but no biotite","Dudas, F.O., Davidson, A. and Bethune, K.M., 1994. Age of the Sudbury diabase dykes and their metamorphism in the Grenville Province, Ontario; Radiogenic Age and Isotopic Studies: Report 8; Geological Survey of Canada Paper 94-F,  p. 97-106 ",2005-09-15 00:41:24
49,5399,40755,-16887,8 metapelite,1610.0,4.0,4.0,U/Pb,Metamorphic,"2 single-grain fractions (lightly abr), slightly discordant, age is younger 207Pb/206Pb age of the two, with error expanded to include the other fraction (7/6Pb age of 1612 ?5 Ma)",Monazite,TIMS,Direct,Grenville Province,NL,54.247780000000006,-58.25861,"SW shore of Groswater Lake, Labrador. Coordinates approximated from detailed sketch map in report.",Lake Melville Terrane - Rigolet Thrust,Metamorphic,"metapelite, from central level of thrust: grt-bt-dy-Kfs(microperthite)-pl-qtz-ilm assemblage","Corrigan, D., Rivers, T. and Dunning, G., 2000. U-Pb constraints for the plutonic and tectonometamorphic evolution of lake Melville terrane, Labrador and implications for basement reworking in the northeastern Grenville Province; Precambrian Research, v. 99,  p. 65-90 ",2005-08-07 17:07:00
50,6440,40648,-16799,4 LJT leucosome,1636.0,6.0,5.0,U/Pb,Metamorphic,"4 fractions (2 abr), 3 are near-conc to discordant and colinear, the 4th is off trend. Age is upper intercept of regression through the 3 points p.o.f.= 66%, with l.int. constrained at 1000 ?100 to improve error (from 1637+188/-145 Ma)",Monazite,TIMS,Direct,Grenville Province,NL,52.85,-65.15,Western Labrador. Coordinates approximated from regional-scale sketch map in report; poorly constrained,Lac Joseph Terrane - unknown,Metamorphic,"N2 leucosome, dominated by K-feldspar, plagioclase and quartz, with minor component of restite","Connelly, J.N. and Heaman, L.M., 1993. U-Pb geochronological constraints on the tectonic evolution of the Grenville Province, western Labrador; Precambrian Research, v. 63,  p. 123-142 ",2005-08-05 18:56:32
51,6339,40647,-16798,3 LJT Leucosome,1660.0,8.0,6.0,U/Pb,Metamorphic,"4 fractions (3 abr), 3 are slightly disc to discordant and colinear, the 4th is reversely discordant. Age is upper intercept of regression through the 3 points p.o.f.= 58%, with l.int. constrained at 1000 ?100 to improve error (from 1663 +160/-10 Ma)",Monazite,TIMS,Direct,Grenville Province,NL,52.85,-65.15,Western Labrador. Coordinates approximated from regional-scale sketch map in report; poorly constrained,Lac Joseph Terrane - unknown,Metamorphic,"N1 leucosomes, dominated by K-feldspar, plagioclase and quartz, with minor component of restite","Connelly, J.N. and Heaman, L.M., 1993. U-Pb geochronological constraints on the tectonic evolution of the Grenville Province, western Labrador; Precambrian Research, v. 63,  p. 123-142 ",2005-08-05 18:56:47
52,8838,19109,-12027,Location 4,2643.0,5.0,5.0,U/Pb,Peak Metamorphic,"2 fractions, (1 abr), discordant (3% and 6%), age is upper intercept of line projected from Grenvillian lower intercept (set at 1000 Ga). Dates granulite-facies metamorphism.",Monazite,TIMS,Estimate,Grenville Province,QC,47.60008,-77.0997,"Val d'Or area, from a quarry approx. 30 km SE of the front. Coordinates approximated from regional-scale sketch map in report.",Grenville Front Tectonic Zone - unknown,Plutonic,orthopyroxene-bearing pegmatitic patch (meter-wide) in heterogeneous granulite gneiss,"Krogh, T.E., 1994. Precise U-Pb ages for Grenvillian and pre-Grenvillian thrusting of Proterozoic and Archean metamorphic assemblages in the Grenville Front tectonic zone, Canada; Tectonics, v. 13,  p. 963-982 ",2005-09-15 01:55:22
53,7446,18004,-11338,C Charnockite,2652.0,6.0,6.0,U/Pb,Metamorphic,"Preliminary age (Lithoprobe 1990), carried over from previous compilation; not verified. User to confirm age information and/or quality.",Monazite,TIMS,Unverified,Grenville Province,QC,47.67675,-77.27055,On Hwy 17 between Val D'or and Mont Laurier. Coordinates approximated from small sketch map in report.,Grenville Front Tectonic Zone - X terrane,Metamorphic,Granite gneiss,"Gariepy, C., Verner, D. and Doig, R., 1990. Dating Archean metamorphic minerals southeast of the Grenville Front, western Quebec, using Pb isotopes; Geology, v. 18,  p. 1078-1081 OR/OU  Philippe, S., Gariepy, C., Doig, R. and Childe, F., 1990. U-Pb geochronology of late Archean monazites south of the Grenville Front, western Quebec; in Abitibi-Grenville Transect, Lithoprobe, Programme et Resumes, 1990, Montreal, not paginated ",2005-09-30 19:42:00
